Kommune,Jahr,Name der Beteiligung,Ausschuss,Thema,Beschlussempfehlung,Begründung,Änderungen,Antragsteller W,Antragsteller M,Antragsteller D,im Ausschuss genehmigt,im Rat genehmigt,AGS,Einwohnerzahl,stärkste Fraktion,Schulform,Bundesland,Klassenstufe,urban/ländlich,Status in echt,Anmerkungen,Ansprechpartner
Wilnsdorf,2022,Jugend entscheidet,"Jugend, Sport",Multifunktionspark,"Der Gemeinderat möge beschließen, dass es in Wilnsdorf beim Skate Pool einen Multifunktionspark für alle Generationen gibt. Wir wünschen uns zwei überdachte Kicker, zwei Fußballtore, zwei Basketballkörbe, ein Beachvolleyballfeld inc. Netz, ein Knipebecken, zwei Tischtenisplatten, eine Erneuerung des Skateparks und des Dirtparks, ein Sonnensegel für Schatten inklusive  Sitzgelegenheiten, einen Spielplatz mit steiler Abenteuerrutsch ( ggf. mit Teppichen), ein im Boden eingelassenes Trampolin, Schaukeln, Balancierstangen mit Weichboden, eine Reckstange, ein Wasserspielplatz für kleine Kinder, einen Barfußpfad vom Spielplatz zum Skate Pool und ein Regal neben dem Barfußpfad zum Schuheabstellen. Der Park sollte barrierefrei zugänglich sein. Zwischen den verschiedenen Spielfeldern sollen Befestigung sein( zum Beispiel Zäune ), damit der Ball nicht aufs andere Spielfeld rollt. Zur Aufbewahrung der verschiedenen Spielgeräte  (Fußbälle, Volleybälle, Tischkickerbälle, Basketbälle, Tischtennisschläger und -Bälle,)  soll ein Geräteschuppen gebaut werden. Um die Betreuung kümmern sich Spielplatzpaten, die zuvor in einem Workshop auf ihre Aufgaben  (Ausleihe, Melden von Schäden) vorbereitet werden. Ein Schild soll auf Regeln und Öffnungszeiten hinweisen.","Es soll ein Ort geschaffen werden, an dem sich verschiedene Generationen treffen und miteinander in Kontakt kommen können. Es ist wichtig soziale Kontakte besonders in jungen Jahren zu haben. Durch diesen Park soll die Möglichkeit geschaffen werden, dass Kinder und Jugendliche aller Altersklassen  sich aktiv draußen bewegen, anstatt vor dem Handy zu sitzen.",,,,,,nein,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
Wilnsdorf,2022,Jugend entscheidet,Umwelt,Weniger Müll in Wilnsdorf,"Der Gemeinderat möge beschließen, dass mehr Müllsammelaktionen veranlasst werden und Getränkekisten für Pfand an Mülleimern angebracht werden.Die Müllsammelaktion heißt, dass die Ortsvorsteher alle drei Monate es versuchen sollen, eine Sammelaktion mit freiwilligen Helfern zu organisieren, indem dieser einen Treffpunkt und eine Uhrzeit vereinbart. Um die Helfer zu motivieren gibt es im Anschluss ein gemeinsames Essen. Um dies zu organisieren möge der Rat nach Fördermitteln suchen. Die Getränkekisten sollen an öffentlichen Mülleimern, an Bushaltestellen, Schulhöfen und anderen Orten, wo viel Müll ist, angebracht werden. Dazu möge der Rat den Bauhof und die Ortsvorsteher fragen, wo am meisten Müll vermutet wird. Den Pfand, also Pfandflasche, Dosen und weitern Pfand in den Kisten an öffentlichen Mülleimern kann jeder mitnehmen, sofern er anschließend in Pfandflaschenautomaten landet. An Schulen sollen die Getränkekisten von einem ausgewähltem Team nach Bedarf geleert werden, damit keine fremden Menschen auf die Schulhöfe kommen und der Pfand für die SV oder Sozialprojekte genutzt werden kann.","In den Orten dieser Kommune liegt zu viel Müll in der Natur oder an Straßenrändern. Außerdem wird dieser zu selten eingesammelt. Mit dieser Aktion versuchen wir eine saubere Umgebung zu haben. Außerdem gibt es zu viel Pfand in Mülleimern und wird dadurch nicht recycelt. So können auch Menschen, die von Pfand leben auch die Flasvhen bekommen ohne im Müll zu wühlen.","Es soll zuvor bei den Ortsvorstehern und dem Bauhof angefragt werden, wo dies besonders notwendig ist.",,,,,ja,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
Wilnsdorf,2022,Jugend entscheidet,"Digitalisierung, Schule",Digitalisierung an Schulen,"Der Gemeinderat möge beschließen, dass die weiterführenden Schulen der Gemeinde Wilnsdorf digital besser ausgestattet werden. Mit mehreren IPadkoffern pro Stufe, Fernsehern und White Boards pro Raum und ebenfalls besseres WLAN. Außerdem sollte man 3D–Drucker und VR–Brillen in die Schulausstattung integrieren, durch Kooperation mit der Universität Siegen.","Die Schulen in der Gemeinde Wilnsdorf sollten digitalisiert werden, weil die Schüler/innen und Lehrer/innen dadurch bessere Laune, mehr Motivation und besseres Arbeitsverhalten am Unterricht haben. Ein weiterer Grund ist, dass die Over-Head Projektoren, welche an unseren Schulen leider sehr alt und schlecht sind, abgeschafft werden können und durch Fernseher ersetzt werden können. Würden die Anschaffungskosten zu hoch sein könnte man als Alternative auch bessere Beamer oder Whiteboards angeschafften. Würde es mehr digitale Geräte geben, würde unser Unterricht an den Schulen viel abwechslungsreicher stattfinden. Durch Tablets können Bücher und Arbeitsblätter wegfallen, wodurch Papier und Kopierkosten gespart werden können. Unser letztes und stärkstes Argument ist, dass Schüler/innen und Lehrer/innen keine Rückenbeschwerden durch schwere Taschen oder Rucksäcke erleiden.",,,,,,ja,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
Laatzen,2022,Kinderrat,Stadtentwicklung,Kutsche im Ort,"Der Stadtrat möge beschließen, dass jede Woche eine Kutsche durch den Ort fährt. Die Kutsche ist braun und Pferde sollen die Kutsche ziehen.",Damit man weniger Auto fährt für die Umwelt. Es ist eine tolle Touristenattraktion.,,,,,ja,ja,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Stadtentwicklung,Trinkbrunnen,"Der Stadtrat möge beschließen, dass Trinkbrunnen für Kinder errichtet werden. Diese sollen an Spielplätzen und öffentlichen Fußballplätzen aufgestellt werden und Mineralwasser enthalten.","Falls das Wasser in der Trinkflasche leer ist. Es ist es wichtig, dass Kinder genug Wasser trinken.",,,,,zurückgezogen,zurückgezogen,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Stadtentwicklung,Klettergerüst,"Der Stadtrat möge beschließen, dass es in Ingeln-Oessels ein neues Klettergerüst geben soll. Es soll ein Parcourklettergerüst zum hangeln werden. Das Klettergerüst soll zentral in Ingeln-Oessels gebaut werden. Es soll ein großes in den Farben Rot und Blau werden. Es soll ineinander verbunden sein, damit man nicht wieder zum Anfang gehen muss.","Wir wünschen, dass ein neues Klettergerüst gibt, weil es bisher kein ordentliches gibt und wir gerne hangeln mögen.",,,,,ja,ja,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Stadtentwicklung,Hundespielplatz,"Der Stadtrat möge beschließen, dass ein Hundespielplatz beim Rodelberg gebaut wird. Der Hunde Spielplatz soll 50x50m sein. Es soll Rollen geben und Bänke.","Die Idee ist gut, weil es noch kein Hundespielplatz gibt. Die Hunde können ohne Leine laufen und sie sich dann mehr bewegen und mit anderen Hunden spielen. Davon haben auch Nicht-Hundebesitzer etwas, weil die Hunde weniger in Parks und auf Spielplätzen rumlaufen.",Der Standort des Hundespielplatzes soll geändert werden. Außerdem wird eine Umzäunung vorausgesetzt.,,,,ja,ja,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Schule,Cafeteria,"Der Stadtrat möge beschließen, dass eine Cafeteria in der Schule gebaut wird. In dieser soll es Getränke, Süßigkeiten, Kuchen, Muffins und Sandwiches geben.","Wenn Kinder nicht mehr zu essen oder trinken haben, können Sie sich dort etwas holen, um für den Tag konzentrierter zu sein.",Es soll weniger Ungesundes verkauft werden.,,,,ja,ja,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Familie,Mehr Spielgeräten auf dem Rodelberg,"Der Stadtrat möge beschließen, dass wir mehr Spielgerätte auf dem Rodelberg für jede Größe kriegen sollen. Konkret wünschen wir uns ein Klettergerüst, eine lange Tunnelrutsche, zwei Reifenschaukeln, eine Nestschaukel und ein Karussell.","Wir wünschen uns mehr Spielgeräte, weil es fast keine Spielgeräte am Rodelberg gibt. Das würden wir gerne ändern.",,,,,nein,nein,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Schule,Computerraum an der Grundschule,"Der Stadtrat möge beschließen, dass ein Computerraum in der Grundschule im Schwarz-Weiß-Raum mit Tischen, Stühlen und neuen Computern gebaut wird.","Die Idee ist gut, weil die Lehrer zeigen können, wie man mit dem Computer richtig umgeht und man dort lernen kann, wie man mit ihnen umgeht, wenn man selbst einen hat. Man weiß dann, wie sie funktionieren. Außerdem kann der Raum für den Unterricht genutzt werden.",,,,,zurückgezogen,zurückgezogen,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Bau,Turnhalle,"Der Stadtrat möge beschließen, dass eine große Turnhalle in Grasdorf errichtet wird. Diese Turnhalle soll eine Kletterwand haben und ein eingelassenes Trampolin, sowie zwei Tore.",Weil viele dann mehr Spaß am Sportunterricht haben und vielleicht mehr Interesse an Sport haben.,,,,,zurückgezogen,zurückgezogen,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Laatzen,2022,Kinderrat,Bau,Ein Park für die Freizeit,"Der Stadtrat möge beschließen, dass ein Park für die Freizeit gebaut werden soll. Der Park soll in der Mitte des Ortes Ingeln-Oesselse sein. In diesem Park soll ein Labyrinth sein. Am Ziel ist ein Spielplatz mit Rutsche, Kletterwand, Schaukel, Trampolin und Mülleimer.","Wir wollen den Park, weil es zu wenig Bäume im Ort gibt und damit wir uns in unserer Freizeit entspannen können.",,,,,ja,ja,03241009,40000,SPD,Grundschule,Niedersachsen,,urban,,,
Langenhagen,2022,Kinderrat,Stadtentwicklung,Einen Kunstrasenplatz im Krähenwinkel,"Der Rat möge beschließen, dass wir einen Fußballplatz mit Kunstrasen bekommen, damit sich keiner verletzt.Manchmal verletzen sich Kinder und bekommen Stöcker in die Hände","Wir wollen nicht, dass sich Kinder verletzen.",,,,,nein,nein,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Bau,Mehr Rasen auf Bolzplätzen,Wir wünschen uns mehr Rasen auf Bolzplätzen.,"Damit es nicht so weh tut, wenn man runter fällt und man besser Fußball spielen kann",,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Bau,Neue Krankenhäuser,"Der Rat möge beschließen, dass neue Krankenhäuser gebaut werden und dass es mehr Personal geben soll.",Damit mehr Menschen gerettet werden können. Damit in Krisenzeiten besser Menschen geholfen werden kann. Damit man nicht so weit zu einem Krankenhaus fahren oder laufen muss.,Anbau für das Vorhandene Krankenhaus,,,,nein,nein,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Umwelt,Mehr Blumen für Bienen und Schmetterlinge.,"Damit  sie mehr Honig  produzieren, weil ohne Bienen  gibt es keine Menschen. Am Besten könnte man die Pflanzen  an einer schönen Stelle  einpflanzen .","Weil es ohne Bienen und Pflanzen keine Luft und keine Menschen geben würde. Wenn Bienen Nektar aus den Blumen saugen, bleibt Blütenstaub an den Füßen hängen. Wenn Bienen zur nächsten Blume fliegen, bleibt an der Blüte der Blütenstaub der vorherigen Blume hängen, wodurch eine neue Blume ensteht.",,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Bau,Glatte Straßen in Langenhagen,"Der Rat möge beschließen, dass wir in Langenhagen glattere Straße bekommen. Wir wollen das bitte, Herr Bügermeister.","Als ich im Krähenwinkel Fahrrad gefahren bin, bin ich hin gefallen und musste ins Krankenhaus, weil die Straße uneben war. Das gleiche ist auch meiner Schwester passiert",Die Schlaglöcher in den Straßen füllen,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Schule,Bessere Schulausstattung,"Wir brauchen dichte Fenster und einen Werkraum, eine Cafeteria wäre auch gut. AnstattHolzspäne brauchen wir richtigen Rasen. Toll wäre ein Rückzugsraum, größere Schulräume, einegrößere Sporthalle und wenn man den Schulspielplatz verbessert.","Unsere Fenster sind undicht, wir können in Werken kaum was machen. Von den Holzspänen bekommen wir Splitter. Wir brauchen oft unsere Ruhe und unsere Klassenräume können größere Spielecken gebrauchen. Wir könnten im Sportunterricht mehr machen, wenn wir mehr Platz hätten. Dem Schulspielplatz fehlen außerdem ein paar mehr Spielgeräte.",,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Integration,Mehr Heime für Flüchtlinge,"Der Rat möge beschließen, dass es in Langenhagen mehr Heime für Flüchtlinge geben soll.",,Ergänzung durch ein Spielplatz und eine Sprachlernklasse/ Nicht unbedingt neu bauen,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Soziales,Mehr Häuser für Obdachlose,"Es soll ein  Familienhaus gebaut werden. Pro Person soll es ein Zimmer geben .Für jeden außerdem ein Bad .Mit einem Garten . Außerdem mit einem Keller ,Küchen und Fernseher.","Damit die Menschen, die auf der Straße leben ein sicheres Haus haben, um nicht zu Erfrieren und damit sie Essen und Trinken bekommen und sich wohl fühlen. Die Obdachlosen leben auf der Straße, weil sie ihren Job verloren haben oder keine Wohnung haben oder die Miete nicht zahlen konnten .",zusätzliche Jobangebote und zwei Personen je Zimmer,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Umwelt,Umweltfreundlicher werden,"Der Rat möge beschließen, dass die Kommune umweltfreundlicher werden soll.","Die Temperatur steigt, deswegen muss jeder Umwelt freundlicher werden (z.B. die Bäume nicht fällen und sie stehen lassen und mehr Streuwiesen anpflanzen). So könnten wir die Umwelt retten.",Zusätzlich Müllsammelaktionen,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Umwelt,Nicht so viele Bäume absägen,"Man soll nur kranke und gefährdete Bäume absägen. Es sollen alle Bäume stehen bleiben, die in Ruhe leben können.","Es kann lebensgefährlich werden und es ist nicht schön für die Bäume. (Wenn alle Bäume abgesägt werden, kann man sterben.)",,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Stadtentwicklung,Neue Schulen/Kindergärten,"Der Rat möge beschließen, dass es in Langenhagen mehr Schulen und Kindergärten geben soll.","Wir möchten mehr Schulen und Kindergärten damit mehr Kinder gebildet werden, damit sie später einen Job bekommen und wir möchten mehr Schulen und Kindergärten weil es zu wenig in Langenhagen gibt.",,,,,nein,nein,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Langenhagen,2022,Kinderrat,Umwelt,Tiere,Das Tiere nicht getötet werden und dass sie mehr Schutzgebiete kriegen.Tiere brauchen mehr Tierärtzte. Es sollen mehr Tierheime gebaut werden.Tiere sollen nicht aus dem Haus rausgeschmissen werden .Es sollen gefährdete Tiere geschützt werden und nicht getötet werden.,"Weil Tiere schlecht behandelt werden und sie Lebewesen sind wie wir Menschen . Tiere wollen auch ihr Leben genießen. Menschen sollen sich mehr vegetarisch ernähren. Menschen sollen mehr Tiere adoptieren und sie sollen sich mehr mit Tieren beschäftigen. Es sollen mehr Schutzgebiete gebaut werden. Wir wissen, dass Niemand da hin gehen wird,  aber das wollen wir auch ganicht. Es ist zum Wohl der Tiere 👍🏻",,,,,ja,ja,03241010,56000,SPD,Grundschule,Niedersachsen,,ländlich,,,
Hannover,2022,Kinderrat,Umwelt,Mehr Ökostrom,"Der Bezirksrat möge beschließen, dass es mehr Ökostrom gibt.",Weil das die Umwelt schont.,,,,,,ja,03241001,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
Hannover,2022,Kinderrat,"Sport, Verkehr",Reitwege,"Der Bezirksrat möge beschließen, dass es mehr Reitwege in Hannover gibt.","Wir möchten in Hannover mehr Reitwege, weil die Menschen den Pferden Auslauf geben wollen. Außerdem ist es viel zu gefährlich, wenn die Pferde auf der Straße laufen müssen. Möchte man mit den Pferden in Ruhe ausreiten, muss man das außerhalb von Hannover machen und das finden wir doof.",,,,,,nein,03241002,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
Hannover,2022,Kinderrat,Umwelt,Bäume und Wiesen,"Der Bezirksrat möge beschließen, dass es mehr Bäume und Wiesen gibt.",Bäume und Wiesen sind gut für die Luft.,,,,,,ja,03241003,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
Hannover,2022,Kinderrat,"Soziales, Engagement",Alle Obdachlose kriegen ein Zuhause,"Der Bezirksrat möge beschließen, dass die Obdachlosen ein Zuhause kriegen.",Weil sie sich nicht so wohl fühlen.,,,,,,ja,03241004,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
Hannover,2022,Kinderrat,"Sport, Jugend",Skatepark,"Der Bezirksrat möge beschließen, dass es mehr Skateparks gibt.","Wir möchten mehr Skateparks, weil es gibt viele Skater:innen, aber nicht genug Skateparks. Viele Skateparks besitzen Rampen, die eher für BMX-Roller und Co. sind. Diese Rampen sind zu krass für Skater:innen. Außerdem passen die Rollerfahrer:innen nicht auf die Skater:innen auf. Die krachen in uns herein und nehmen uns den Platz weg. Wir müssen die Skater:innen und Rollerfahrer:innen trennen, damit alle in Ruhe und ohne Probleme fahren können.",,,,,,ja,03241005,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
Hannover,2022,Kinderrat,"Umwelt, Verkehr",Weniger Autos,"Der Bezirksrat möge beschließen, dass nicht so viele Autos in der Stadt fahren, aber dafür mehr E-Autos.","Damit die Erde nicht zu warm wird, der Meeresspiegel nicht weiter steigt und die Eisbären ihr Zuhause nicht verlieren.",,,,,,ja,03241006,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
Hannover,2022,Kinderrat,Umwelt,Es gibt mehr Grün,"Der Bezirksrat möge beschließen, dass es mehr Grün in Parks gibt.",Weil die Städte schön aussehen sollen.,,,,,,ja,03241007,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
Hannover,2022,Kinderrat,Familie,Spielplätze/-parks,"Der Bezirksrat möge beschließen, dass es mehr Spielplätze und Spielparks gibt.","Wir möchten mehr Spielplätze, weil es in Hannover zu wenig gibt. Die Spielplätze, die da sind, haben immer nur die gleichen Geräte. Außerdem gibt es nie Toiletten - das ist doof. Die Ausstattung soll kreativer sein, also dass es z.B. Seilbahnen, Wasserbahnen und weitere Spielgeräte gibt. Auch die Graffitis dort finden wir doof, vor allem wenn sie nicht kinderfreundlich sind. Coole Graffitis sind nicht so schlimm. Bisher sind die Spielplätze und Spielparks zu langweilig.",,,,,,ja,03241008,8100000,SPD,Grundschule,Niedersachsen,,urban,,,
